
关于规范接触有毒有害物质工作人员保健津贴发放工作的通知,http://lxy.hzau.edu.cn/../info/1042/4642.htm,2017-03-23
理学院硕士招生复试成绩公示,http://lxy.hzau.edu.cn//__local/B/E5/5D/5F3EA465E2AB7F595621D5CFBE4_2015DF3A_44CB.docx?e=.docx,2017-03-23
理学院公共实验室改造设计结果公示,http://lxy.hzau.edu.cn/../info/1042/4322.htm,2017-06-23
开放式虚拟仿真实验教学管理平台及虚拟仿真实验项目采购结果公示,http://lxy.hzau.edu.cn/../info/1042/4319.htm,2017-06-20
细胞净化实验室装修工程采购结果公告,http://lxy.hzau.edu.cn/../info/1042/4316.htm,2017-06-19
水平电泳仪等设备采购商务谈判结果公告,http://lxy.hzau.edu.cn/../info/1042/4312.htm,2017-06-14
关于开展校内网络安全专项检查的通知,http://lxy.hzau.edu.cn/#,2017-06-13
空气比热容比测定互联网远程控制系统及声控测定实验虚拟仿真系统采购结果公示,http://lxy.hzau.edu.cn/../info/1042/4295.htm,2017-06-08
理学院教师岗位首聘期任务与完成情况公示,http://lxy.hzau.edu.cn/../info/1042/4285.htm,2017-06-01
理学院2017年教学研究项目立项结果公示,http://lxy.hzau.edu.cn/../info/1042/4271.htm,2017-05-08
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4266.htm,2017-04-20
关于赴香港理工大学参加暑期创新创业访学实践项目的通知,http://lxy.hzau.edu.cn/../info/1042/4254.htm,2017-03-31
理学院2017年硕士招生拟录取名单及录取成绩公示,http://lxy.hzau.edu.cn//__local/5/18/AD/CF003C1A0AFCD3AAD88BE047341_5079BB47_3679.xlsx?e=.xlsx,2017-03-29
理学院硕士复试调剂生第二批成绩单,http://lxy.hzau.edu.cn//__local/0/64/E7/BBF1D7989B0DA20B9C0CA4ADBA3_D8CECED8_372F.docx?e=.docx,2017-03-29
理学院2017年硕士研究生调剂生第二批复试通知,http://lxy.hzau.edu.cn//__local/A/58/C4/5351C41287304FA9035BB144811_D89CD6F7_AA00.doc?e=.doc,2017-03-28
理学院硕士招生复试成绩公示（调剂申请考生）,http://lxy.hzau.edu.cn//__local/F/24/FC/F3974A5F3E64AF03FDEE2CB1DFD_A6654619_43CB.docx?e=.docx,2017-03-24
关于在新校门口设置停车场和减少狮子山大道减速板建议的回复,http://lxy.hzau.edu.cn/../info/1042/4194.htm,2017-03-24
关于规范接触有毒有害物质工作人员保健津贴发放工作的通知,http://lxy.hzau.edu.cn/../info/1042/4642.htm,2017-03-23
理学院硕士招生复试成绩公示,http://lxy.hzau.edu.cn//__local/B/E5/5D/5F3EA465E2AB7F595621D5CFBE4_2015DF3A_44CB.docx?e=.docx,2017-03-23
2017年硕士研究生调剂生复试录取工作方案,http://lxy.hzau.edu.cn/../info/1042/4636.htm,2017-03-21
华中农业大学理学院2017年硕士研究生复试录取工作方案,http://lxy.hzau.edu.cn/../info/1042/4534.htm,2017-03-20
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4416.htm,2017-03-13
2016年年终考核优秀公示,http://lxy.hzau.edu.cn/../info/1042/4409.htm,2017-01-12
关于学院班子民主生活会征求意见的通知,http://lxy.hzau.edu.cn/../info/1042/4406.htm,2017-01-09
关于召开学院党委理论学习中心组扩大会议的通知,http://lxy.hzau.edu.cn/../info/1042/4403.htm,2016-11-24
2016年理学院研究生国家奖学金评选结果公示,http://lxy.hzau.edu.cn/../info/1042/4394.htm,2016-10-18
关于2017年寒假赴美国、英国、澳大利亚、新加坡、日本、韩国、香港访学实践项目的报名通知,http://lxy.hzau.edu.cn/../info/1042/4374.htm,2016-10-17
2016年理学院研究生国家奖学金评审实施细则,http://lxy.hzau.edu.cn/../info/1042/4362.htm,2016-10-14
深化“两学一做”全面从严治党辅导报告通知,http://lxy.hzau.edu.cn/../info/1042/4357.htm,2016-10-12
理学院2017届毕业生拟推免名单公示,http://lxy.hzau.edu.cn/../info/1042/4354.htm,2016-09-19
学校换届选举洪山区人大代表工作领导小组办公室致全校师生员工的一封信,http://lxy.hzau.edu.cn/../info/1042/4352.htm,2016-09-14
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4351.htm,2016-09-07
关于拟表彰学院2016年国家自科基金申报组织工作先进单位奖的公示,http://lxy.hzau.edu.cn/../info/1042/4345.htm,2016-09-06
理学院2015年度本科教学贡献奖获奖名单公示,http://lxy.hzau.edu.cn/../info/1042/4342.htm,2016-09-06
第四届师德先进个人候选人推荐名单公示,http://lxy.hzau.edu.cn/../info/1042/4340.htm,2016-08-29
关于召开2016年暑期事业发展务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4723.htm,2016-08-24
理学院防洪抢险人员安排,http://lxy.hzau.edu.cn/../info/1042/4720.htm,2016-07-20
华中农业大学理学院2017年硕士研究生复试录取工作方案,http://lxy.hzau.edu.cn/../info/1042/4534.htm,2017-03-20
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4416.htm,2017-03-13
2016年年终考核优秀公示,http://lxy.hzau.edu.cn/../info/1042/4409.htm,2017-01-12
关于学院班子民主生活会征求意见的通知,http://lxy.hzau.edu.cn/../info/1042/4406.htm,2017-01-09
关于召开学院党委理论学习中心组扩大会议的通知,http://lxy.hzau.edu.cn/../info/1042/4403.htm,2016-11-24
2016年理学院研究生国家奖学金评选结果公示,http://lxy.hzau.edu.cn/../info/1042/4394.htm,2016-10-18
关于2017年寒假赴美国、英国、澳大利亚、新加坡、日本、韩国、香港访学实践项目的报名通知,http://lxy.hzau.edu.cn/../info/1042/4374.htm,2016-10-17
2016年理学院研究生国家奖学金评审实施细则,http://lxy.hzau.edu.cn/../info/1042/4362.htm,2016-10-14
深化“两学一做”全面从严治党辅导报告通知,http://lxy.hzau.edu.cn/../info/1042/4357.htm,2016-10-12
理学院2017届毕业生拟推免名单公示,http://lxy.hzau.edu.cn/../info/1042/4354.htm,2016-09-19
学校换届选举洪山区人大代表工作领导小组办公室致全校师生员工的一封信,http://lxy.hzau.edu.cn/../info/1042/4352.htm,2016-09-14
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4351.htm,2016-09-07
关于拟表彰学院2016年国家自科基金申报组织工作先进单位奖的公示,http://lxy.hzau.edu.cn/../info/1042/4345.htm,2016-09-06
理学院2015年度本科教学贡献奖获奖名单公示,http://lxy.hzau.edu.cn/../info/1042/4342.htm,2016-09-06
第四届师德先进个人候选人推荐名单公示,http://lxy.hzau.edu.cn/../info/1042/4340.htm,2016-08-29
关于召开2016年暑期事业发展务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4723.htm,2016-08-24
理学院防洪抢险人员安排,http://lxy.hzau.edu.cn/../info/1042/4720.htm,2016-07-20
理学院2016年暑假值班安排,http://lxy.hzau.edu.cn/../info/1042/4717.htm,2016-07-20
关于成立理学院抗洪救灾预备队的通知,http://lxy.hzau.edu.cn/../info/1042/4715.htm,2016-07-07
理学院2016年防汛减灾值班安排表,http://lxy.hzau.edu.cn/../info/1042/4713.htm,2016-07-04
关于转发《华中农业大学2016年度履职尽责督促检查工作实施方案》的通知,http://lxy.hzau.edu.cn/#,2016-06-27
关于2016年暑期放假及有关事项安排的通知,http://lxy.hzau.edu.cn/#,2016-06-24
关于近期党建工作安排的通知,http://lxy.hzau.edu.cn/../info/1042/4696.htm,2016-06-20
2016年“七一”表彰评选通知,http://lxy.hzau.edu.cn/../info/1042/4684.htm,2016-06-12
理学院举行2016年“安捷伦”企业奖学金评选会,http://lxy.hzau.edu.cn/../info/1042/4679.htm,2016-06-01
通          知,http://lxy.hzau.edu.cn/../info/1042/4677.htm,2016-06-01
理学院2016年学业奖学金结果公示,http://lxy.hzau.edu.cn/../info/1042/4675.htm,2016-05-27
全院教职工大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4673.htm,2016-05-10
我院《Bio-MPC论坛》获批学校2016年青年教职工活动立项资助,http://lxy.hzau.edu.cn/#,2016-04-19
关于转发财政部调整中央和国家机关差旅住宿费标准等有关文件的通知,http://lxy.hzau.edu.cn/#,2016-04-06
华中农业大学信访举报监督平台开通,http://lxy.hzau.edu.cn/../info/1042/4654.htm,2016-04-01
关于石峰同志拟任数学与统计学系主任的公示,http://lxy.hzau.edu.cn/../info/1042/4651.htm,2016-03-30
关于规范讲座费、讲课费发放事项的通知,http://lxy.hzau.edu.cn/#,2016-03-29
关于印发《华中农业大学外宾接待管理办法》的通知,http://lxy.hzau.edu.cn/#,2016-03-29
关于清明节、劳动节、端午节放假安排的通知,http://lxy.hzau.edu.cn/#,2016-03-28
关于成立理学院抗洪救灾预备队的通知,http://lxy.hzau.edu.cn/../info/1042/4715.htm,2016-07-07
理学院2016年防汛减灾值班安排表,http://lxy.hzau.edu.cn/../info/1042/4713.htm,2016-07-04
关于转发《华中农业大学2016年度履职尽责督促检查工作实施方案》的通知,http://lxy.hzau.edu.cn/#,2016-06-27
关于2016年暑期放假及有关事项安排的通知,http://lxy.hzau.edu.cn/#,2016-06-24
关于近期党建工作安排的通知,http://lxy.hzau.edu.cn/../info/1042/4696.htm,2016-06-20
2016年“七一”表彰评选通知,http://lxy.hzau.edu.cn/../info/1042/4684.htm,2016-06-12
理学院举行2016年“安捷伦”企业奖学金评选会,http://lxy.hzau.edu.cn/../info/1042/4679.htm,2016-06-01
通          知,http://lxy.hzau.edu.cn/../info/1042/4677.htm,2016-06-01
理学院2016年学业奖学金结果公示,http://lxy.hzau.edu.cn/../info/1042/4675.htm,2016-05-27
全院教职工大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4673.htm,2016-05-10
我院《Bio-MPC论坛》获批学校2016年青年教职工活动立项资助,http://lxy.hzau.edu.cn/#,2016-04-19
关于转发财政部调整中央和国家机关差旅住宿费标准等有关文件的通知,http://lxy.hzau.edu.cn/#,2016-04-06
华中农业大学信访举报监督平台开通,http://lxy.hzau.edu.cn/../info/1042/4654.htm,2016-04-01
关于石峰同志拟任数学与统计学系主任的公示,http://lxy.hzau.edu.cn/../info/1042/4651.htm,2016-03-30
关于规范讲座费、讲课费发放事项的通知,http://lxy.hzau.edu.cn/#,2016-03-29
关于印发《华中农业大学外宾接待管理办法》的通知,http://lxy.hzau.edu.cn/#,2016-03-29
关于清明节、劳动节、端午节放假安排的通知,http://lxy.hzau.edu.cn/#,2016-03-28
理学院2016年硕士研究生第三批（调剂生）复试通知,http://lxy.hzau.edu.cn/../info/1042/4758.htm,2016-03-28
理学院2016年硕士调剂生拟录取名单公示,http://lxy.hzau.edu.cn//__local/6/AC/C9/20EEF9917380B5AB465C5BC2EE8_F38132BC_5C00.xls?e=.xls,2016-03-26
党员辅导报告通知,http://lxy.hzau.edu.cn/../info/1042/4745.htm,2016-03-24
理学院2016年硕士研究生第二批（调剂生）复试录取工作细则,http://lxy.hzau.edu.cn/../info/1042/4744.htm,2016-03-23
理学院2016年硕士研究生第一志愿上线生录取成绩公示,http://lxy.hzau.edu.cn/../info/1042/4741.htm,2016-03-18
理学院2016年工作要点,http://lxy.hzau.edu.cn/../info/1042/4740.htm,2016-03-16
理学院2016年硕士研究生调剂公告,http://lxy.hzau.edu.cn/../info/1042/4739.htm,2016-03-15
理学院2016年硕士研究生第一志愿上线生复试录取工作方案,http://lxy.hzau.edu.cn/../info/1042/4738.htm,2016-03-14
学院党建工作2015年总结交流会暨2016年工作部署会通知,http://lxy.hzau.edu.cn/../info/1042/4737.htm,2016-03-09
关于我院职工校内上下班不开车、多走路的倡议书,http://lxy.hzau.edu.cn/../info/1042/4736.htm,2016-03-01
学科建设及“十三五”规划研讨会通知,http://lxy.hzau.edu.cn/../info/1042/4735.htm,2016-01-18
理学院2015年职工考核优秀名单公示,http://lxy.hzau.edu.cn/../info/1042/4734.htm,2016-01-15
全院教职工大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4733.htm,2016-01-11
关于学院班子“三严三实”专题民主生活会征求意见的通知,http://lxy.hzau.edu.cn/../info/1042/4732.htm,2015-12-23
关于报送2015年工作总结和2016年工作计划的通知,http://lxy.hzau.edu.cn/../info/1042/4729.htm,2015-12-22
全院教职工大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4811.htm,2015-12-16
转发学校《关于进一步贯彻落实教育部违反中央八项规定典型案例通报视频会议精神的通知,http://lxy.hzau.edu.cn/../info/1042/4726.htm,2015-12-16
关于收集2014年度奖励材料的通知,http://lxy.hzau.edu.cn/../info/1042/4808.htm,2015-12-11
理学院2016年硕士调剂生拟录取名单公示,http://lxy.hzau.edu.cn//__local/6/AC/C9/20EEF9917380B5AB465C5BC2EE8_F38132BC_5C00.xls?e=.xls,2016-03-26
党员辅导报告通知,http://lxy.hzau.edu.cn/../info/1042/4745.htm,2016-03-24
理学院2016年硕士研究生第二批（调剂生）复试录取工作细则,http://lxy.hzau.edu.cn/../info/1042/4744.htm,2016-03-23
理学院2016年硕士研究生第一志愿上线生录取成绩公示,http://lxy.hzau.edu.cn/../info/1042/4741.htm,2016-03-18
理学院2016年工作要点,http://lxy.hzau.edu.cn/../info/1042/4740.htm,2016-03-16
理学院2016年硕士研究生调剂公告,http://lxy.hzau.edu.cn/../info/1042/4739.htm,2016-03-15
理学院2016年硕士研究生第一志愿上线生复试录取工作方案,http://lxy.hzau.edu.cn/../info/1042/4738.htm,2016-03-14
学院党建工作2015年总结交流会暨2016年工作部署会通知,http://lxy.hzau.edu.cn/../info/1042/4737.htm,2016-03-09
关于我院职工校内上下班不开车、多走路的倡议书,http://lxy.hzau.edu.cn/../info/1042/4736.htm,2016-03-01
学科建设及“十三五”规划研讨会通知,http://lxy.hzau.edu.cn/../info/1042/4735.htm,2016-01-18
理学院2015年职工考核优秀名单公示,http://lxy.hzau.edu.cn/../info/1042/4734.htm,2016-01-15
全院教职工大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4733.htm,2016-01-11
关于学院班子“三严三实”专题民主生活会征求意见的通知,http://lxy.hzau.edu.cn/../info/1042/4732.htm,2015-12-23
关于报送2015年工作总结和2016年工作计划的通知,http://lxy.hzau.edu.cn/../info/1042/4729.htm,2015-12-22
全院教职工大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4811.htm,2015-12-16
转发学校《关于进一步贯彻落实教育部违反中央八项规定典型案例通报视频会议精神的通知,http://lxy.hzau.edu.cn/../info/1042/4726.htm,2015-12-16
关于收集2014年度奖励材料的通知,http://lxy.hzau.edu.cn/../info/1042/4808.htm,2015-12-11
全院教职工大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4806.htm,2015-11-05
理学院2015年学业奖学金结果公示,http://lxy.hzau.edu.cn/../info/1042/4804.htm,2015-10-22
2015年理学院研究生国家奖学金评选结果公示,http://lxy.hzau.edu.cn/../info/1042/4802.htm,2015-10-16
关于执行冬（春）季作息时间的通知,http://lxy.hzau.edu.cn/../info/1042/4801.htm,2015-10-08
理学院2014-2015学年国家奖学金、国家励志奖学金拟推荐学生名单,http://lxy.hzau.edu.cn/../info/1042/4798.htm,2015-09-30
关于召开学院“十三五”规划编制工作推进会的通知,http://lxy.hzau.edu.cn/../info/1042/4796.htm,2015-09-29
关于申报“十三五”期间重点支持人才和重点培育青年人才的通知,http://lxy.hzau.edu.cn/../info/1042/4793.htm,2015-09-29
理学院2016届推免生资格申请考核结果公示,http://lxy.hzau.edu.cn/../info/1042/4790.htm,2015-09-16
2016届推免生申请名单公示,http://lxy.hzau.edu.cn/../info/1042/4788.htm,2015-09-14
会议通知,http://lxy.hzau.edu.cn/../info/1042/4785.htm,2015-09-08
关于推荐申报2015年校自主科技创新项目（第二批）教师名单的公示,http://lxy.hzau.edu.cn/../info/1042/4781.htm,2015-08-23
关于召开2015年暑期事业发展务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4780.htm,2015-08-21
2015年度华中农业大学自主科技创新基金项目（第二批）,http://lxy.hzau.edu.cn/../info/1042/4778.htm,2015-08-10
关于召开2015年暑期事业发展务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4775.htm,2015-07-20
关于召开行政管理服务工作暑期务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4772.htm,2015-07-16
关于召开青年教师发展务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4770.htm,2015-07-14
关于召开本科专业评估校内评审意见反馈会的通知,http://lxy.hzau.edu.cn/../info/1042/4835.htm,2015-07-10
全院教职工党员大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4833.htm,2015-06-30
理学院2015年学业奖学金结果公示,http://lxy.hzau.edu.cn/../info/1042/4804.htm,2015-10-22
2015年理学院研究生国家奖学金评选结果公示,http://lxy.hzau.edu.cn/../info/1042/4802.htm,2015-10-16
关于执行冬（春）季作息时间的通知,http://lxy.hzau.edu.cn/../info/1042/4801.htm,2015-10-08
理学院2014-2015学年国家奖学金、国家励志奖学金拟推荐学生名单,http://lxy.hzau.edu.cn/../info/1042/4798.htm,2015-09-30
关于召开学院“十三五”规划编制工作推进会的通知,http://lxy.hzau.edu.cn/../info/1042/4796.htm,2015-09-29
关于申报“十三五”期间重点支持人才和重点培育青年人才的通知,http://lxy.hzau.edu.cn/../info/1042/4793.htm,2015-09-29
理学院2016届推免生资格申请考核结果公示,http://lxy.hzau.edu.cn/../info/1042/4790.htm,2015-09-16
2016届推免生申请名单公示,http://lxy.hzau.edu.cn/../info/1042/4788.htm,2015-09-14
会议通知,http://lxy.hzau.edu.cn/../info/1042/4785.htm,2015-09-08
关于推荐申报2015年校自主科技创新项目（第二批）教师名单的公示,http://lxy.hzau.edu.cn/../info/1042/4781.htm,2015-08-23
关于召开2015年暑期事业发展务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4780.htm,2015-08-21
2015年度华中农业大学自主科技创新基金项目（第二批）,http://lxy.hzau.edu.cn/../info/1042/4778.htm,2015-08-10
关于召开2015年暑期事业发展务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4775.htm,2015-07-20
关于召开行政管理服务工作暑期务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4772.htm,2015-07-16
关于召开青年教师发展务虚研讨会的通知,http://lxy.hzau.edu.cn/../info/1042/4770.htm,2015-07-14
关于召开本科专业评估校内评审意见反馈会的通知,http://lxy.hzau.edu.cn/../info/1042/4835.htm,2015-07-10
全院教职工党员大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4833.htm,2015-06-30
全院教职工大会会议通知,http://lxy.hzau.edu.cn/../info/1042/4832.htm,2015-06-23
关于召开本科专业评估工作推进会的通知,http://lxy.hzau.edu.cn/../info/1042/4830.htm,2015-06-16
关于召开本科专业评估工作协调会的通知,http://lxy.hzau.edu.cn/../info/1042/4829.htm,2015-05-28
关于召开青年教师职业发展规划交流会的通知,http://lxy.hzau.edu.cn/../info/1042/4828.htm,2015-05-20
学院网站教师信息更新通知,http://lxy.hzau.edu.cn/../info/1042/4826.htm,2015-05-04
关于开展2015年课外学分认定工作的通知,http://lxy.hzau.edu.cn/../info/1042/4825.htm,2015-04-01
【党务院务公开】2015第6次党政联席办公会,http://lxy.hzau.edu.cn/../info/1042/4824.htm,2015-03-20
理学院2015年工作要点,http://lxy.hzau.edu.cn/../info/1042/4823.htm,2015-03-16
理学院2013年度教学贡献奖获奖名单公示,http://lxy.hzau.edu.cn/../info/1042/4822.htm,2015-01-09
理学院2014年度优秀教学团队评选结果公示,http://lxy.hzau.edu.cn/../info/1042/4821.htm,2015-01-09
理学院关于班子民主生活会征求意见的通知,http://lxy.hzau.edu.cn/../info/1042/4820.htm,2015-01-07
2014年度职称评审理学学科组推荐结果公示,http://lxy.hzau.edu.cn/../info/1042/4819.htm,2014-12-12
转发学校组织部《关于校级领导班子民主生活会征求意见》的通知,http://lxy.hzau.edu.cn/../info/1042/4818.htm,2014-12-03
2014年湖北省分析化学第十八届年会通知（第二轮）,http://lxy.hzau.edu.cn/../info/1042/4816.htm,2014-11-05
倡议书：安全责任大于天,http://lxy.hzau.edu.cn/../info/1042/4815.htm,2014-10-30
2014年湖北省分析化学年会通知（第一轮）,http://lxy.hzau.edu.cn/../info/1042/4814.htm,2014-09-26
关于做好“两访两创”访谈交流工作的通知,http://lxy.hzau.edu.cn/../info/1042/4861.htm,2014-09-18
理学院2015届本科生推免办法,http://lxy.hzau.edu.cn/../info/1042/4857.htm,2014-09-09
关于召开本科专业评估工作推进会的通知,http://lxy.hzau.edu.cn/../info/1042/4830.htm,2015-06-16
关于召开本科专业评估工作协调会的通知,http://lxy.hzau.edu.cn/../info/1042/4829.htm,2015-05-28
关于召开青年教师职业发展规划交流会的通知,http://lxy.hzau.edu.cn/../info/1042/4828.htm,2015-05-20
学院网站教师信息更新通知,http://lxy.hzau.edu.cn/../info/1042/4826.htm,2015-05-04
关于开展2015年课外学分认定工作的通知,http://lxy.hzau.edu.cn/../info/1042/4825.htm,2015-04-01
【党务院务公开】2015第6次党政联席办公会,http://lxy.hzau.edu.cn/../info/1042/4824.htm,2015-03-20
理学院2015年工作要点,http://lxy.hzau.edu.cn/../info/1042/4823.htm,2015-03-16
理学院2013年度教学贡献奖获奖名单公示,http://lxy.hzau.edu.cn/../info/1042/4822.htm,2015-01-09
理学院2014年度优秀教学团队评选结果公示,http://lxy.hzau.edu.cn/../info/1042/4821.htm,2015-01-09
理学院关于班子民主生活会征求意见的通知,http://lxy.hzau.edu.cn/../info/1042/4820.htm,2015-01-07
2014年度职称评审理学学科组推荐结果公示,http://lxy.hzau.edu.cn/../info/1042/4819.htm,2014-12-12
转发学校组织部《关于校级领导班子民主生活会征求意见》的通知,http://lxy.hzau.edu.cn/../info/1042/4818.htm,2014-12-03
2014年湖北省分析化学第十八届年会通知（第二轮）,http://lxy.hzau.edu.cn/../info/1042/4816.htm,2014-11-05
倡议书：安全责任大于天,http://lxy.hzau.edu.cn/../info/1042/4815.htm,2014-10-30
2014年湖北省分析化学年会通知（第一轮）,http://lxy.hzau.edu.cn/../info/1042/4814.htm,2014-09-26
关于做好“两访两创”访谈交流工作的通知,http://lxy.hzau.edu.cn/../info/1042/4861.htm,2014-09-18
理学院2015届本科生推免办法,http://lxy.hzau.edu.cn/../info/1042/4857.htm,2014-09-09
关于集中办理购房办证补缴款的通知,http://lxy.hzau.edu.cn/../info/1042/4855.htm,2014-09-09
第30个教师节座谈会通知,http://lxy.hzau.edu.cn/../info/1042/4853.htm,2014-09-05
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4852.htm,2014-09-04
华中农业大学理学院2014年暑假值班安排,http://lxy.hzau.edu.cn/../info/1042/4851.htm,2014-07-10
理学院网站教师信息更新通知,http://lxy.hzau.edu.cn/../info/1042/4850.htm,2014-06-23
关于进一步严格规范印章使用管理的通知,http://lxy.hzau.edu.cn/../info/1042/4848.htm,2014-04-29
理学院申请调剂生的复试资格名单及其初试成绩要求,http://lxy.hzau.edu.cn/../info/1042/4847.htm,2014-04-03
关于做好中级、科级及以下职称教职工体检通知,http://lxy.hzau.edu.cn/../info/1042/4846.htm,2014-03-12
关于受理2013年度教职工医疗互助基金补助申请的通知,http://lxy.hzau.edu.cn/../info/1042/4844.htm,2014-01-05
关于2014年推免生工作复试环节的通知,http://lxy.hzau.edu.cn/../info/1042/4843.htm,2013-09-26
学院全体教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4842.htm,2013-08-28
关于2013年暑期放假及有关事项安排的通知,http://lxy.hzau.edu.cn/../info/1042/4841.htm,2013-06-21
关于在全校范围开展安全大检查的通知,http://lxy.hzau.edu.cn/../info/1042/4840.htm,2013-06-18
关于第二轮申请青年人才楼住房的通知,http://lxy.hzau.edu.cn/../info/1042/4839.htm,2013-06-09
关于开展2013年职称英语和计算机等级考试的通知,http://lxy.hzau.edu.cn/../info/1042/4838.htm,2013-05-15
关于成立华中农业大学教职工万步走协会的通知,http://lxy.hzau.edu.cn/../info/1042/4837.htm,2013-05-15
关于转发华中农业大学教职工医疗互助基金管理办法的通知,http://lxy.hzau.edu.cn/../info/1042/4911.htm,2013-04-22
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4909.htm,2013-04-10
第30个教师节座谈会通知,http://lxy.hzau.edu.cn/../info/1042/4853.htm,2014-09-05
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4852.htm,2014-09-04
华中农业大学理学院2014年暑假值班安排,http://lxy.hzau.edu.cn/../info/1042/4851.htm,2014-07-10
理学院网站教师信息更新通知,http://lxy.hzau.edu.cn/../info/1042/4850.htm,2014-06-23
关于进一步严格规范印章使用管理的通知,http://lxy.hzau.edu.cn/../info/1042/4848.htm,2014-04-29
理学院申请调剂生的复试资格名单及其初试成绩要求,http://lxy.hzau.edu.cn/../info/1042/4847.htm,2014-04-03
关于做好中级、科级及以下职称教职工体检通知,http://lxy.hzau.edu.cn/../info/1042/4846.htm,2014-03-12
关于受理2013年度教职工医疗互助基金补助申请的通知,http://lxy.hzau.edu.cn/../info/1042/4844.htm,2014-01-05
关于2014年推免生工作复试环节的通知,http://lxy.hzau.edu.cn/../info/1042/4843.htm,2013-09-26
学院全体教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4842.htm,2013-08-28
关于2013年暑期放假及有关事项安排的通知,http://lxy.hzau.edu.cn/../info/1042/4841.htm,2013-06-21
关于在全校范围开展安全大检查的通知,http://lxy.hzau.edu.cn/../info/1042/4840.htm,2013-06-18
关于第二轮申请青年人才楼住房的通知,http://lxy.hzau.edu.cn/../info/1042/4839.htm,2013-06-09
关于开展2013年职称英语和计算机等级考试的通知,http://lxy.hzau.edu.cn/../info/1042/4838.htm,2013-05-15
关于成立华中农业大学教职工万步走协会的通知,http://lxy.hzau.edu.cn/../info/1042/4837.htm,2013-05-15
关于转发华中农业大学教职工医疗互助基金管理办法的通知,http://lxy.hzau.edu.cn/../info/1042/4911.htm,2013-04-22
全院教职工大会通知,http://lxy.hzau.edu.cn/../info/1042/4909.htm,2013-04-10
关于清明节、劳动节、端午节放假安排的通知,http://lxy.hzau.edu.cn/../info/1042/4908.htm,2013-03-26
关于开展工间操培训的通知,http://lxy.hzau.edu.cn/../info/1042/4906.htm,2013-03-11
学院2013年工作要点,http://lxy.hzau.edu.cn/../info/1042/4905.htm,2013-03-11
理学院关于2011年“三金”评定、秋季临时补贴发放及先正达奖学金评定工作的时间安排,http://lxy.hzau.edu.cn/../info/1042/4924.htm,2012-09-15
2011年度学院三大检索收录论文一览表,http://lxy.hzau.edu.cn/../info/1042/4865.htm,2012-09-15
关于申报2012年省级科技计划项目的通知,http://lxy.hzau.edu.cn/../info/1042/4899.htm,2012-07-31
2012年在职人员攻读硕士学位招生简章,http://lxy.hzau.edu.cn/../info/1042/4895.htm,2012-07-01
转发：科技部关于印发纳米研究等6个国家重大科学研究计划“十二五”专项规划的通知,http://lxy.hzau.edu.cn/../info/1042/4892.htm,2012-06-25
关于推荐优秀应届本科毕业生代表参加学士学位授予仪式的通知,http://lxy.hzau.edu.cn/../info/1042/4886.htm,2012-06-21
市科技局关于组织申报2013年科技计划项目的通知,http://lxy.hzau.edu.cn/../info/1042/4885.htm,2012-06-18
关于开展校自主科技创新基金项目经费,http://lxy.hzau.edu.cn/../info/1042/4882.htm,2012-06-07
学术报告：An Experience of Writing Technical Papers in English,http://lxy.hzau.edu.cn/../info/1042/4881.htm,2012-05-24
关于征集第六批中国以色列科学与战略研发基金项目的通知,http://lxy.hzau.edu.cn/../info/1042/4878.htm,2012-05-02
关于申报2013年度教育部科学技术研究重大项目的通知,http://lxy.hzau.edu.cn/../info/1042/4874.htm,2012-05-02
第二期中新互动数字媒体技术联合研发计划征集通知,http://lxy.hzau.edu.cn/../info/1042/4870.htm,2012-05-02
复试结果公示的通知,http://lxy.hzau.edu.cn/../info/1042/4863.htm,2012-04-13
